status,card_present_flag,bpay_biller_code,account,currency,long_lat,txn_description,merchant_id,merchant_code,first_name,balance,date,gender,age,merchant_suburb,merchant_state,extraction,amount,transaction_id,country,customer_id,merchant_long_lat,movement
authorized,1,,ACC-2890243754,AUD,153.32 -27.93,POS,92fe417d-f3c4-4f78-a0d8-31e1b51878c0,,Joseph,2021.68,8/21/2018,M,37,Mudgeeraba,QLD,2018-08-21T23:20:33.000+0000,7.37,00759f430c2842909f717f2688ec0e68,Australia,CUS-2695611575,153.36 -28.11,debit
authorized,1,,ACC-1973887809,AUD,115.78 -31.90,SALES-POS,550c0b83-5997-4ac2-b699-2e68d81b6655,,Antonio,2070.46,8/21/2018,M,26,Hillarys,WA,2018-08-21T23:48:19.000+0000,71.06,27c9069e5c114485b4c95941784a8731,Australia,CUS-1646621553,115.75 -31.8,debit
authorized,1,,ACC-3485804958,AUD,138.52 -35.01,SALES-POS,f48b868b-9816-4b47-aef8-d53e28a33bbd,,Jessica,18527.51,8/22/2018,F,34,Vincentia,NSW,2018-08-22T00:36:14.000+0000,15.14,8fde4af544e840ca90fb08dab34a2a7d,Australia,CUS-1196156254,150.66 -35.08,debit
authorized,0,,ACC-2673069055,AUD,152.99 -27.49,POS,424b56bb-e775-4cc4-b8bd-bc5105497b87,,Richard,16216.89,8/22/2018,M,24,Carindale,QLD,2018-08-22T01:14:05.000+0000,20.77,53c1c21f349b47aa815b4d280283d016,Australia,CUS-51506836,153.1 -27.5,debit
authorized,1,,ACC-4065652575,AUD,115.81 -31.82,POS,4a873909-4fa6-4814-8ee4-965aef03f8b2,,Lucas,8744.16,8/22/2018,M,21,Yokine,WA,2018-08-22T01:36:49.000+0000,13,d546f569ae884437b4acac1b9ab5dd62,Australia,CUS-1117979751,115.85 -31.91,debit
authorized,1,,ACC-2890243754,AUD,153.32 -27.93,SALES-POS,aef30de1-c67e-4ab7-8577-2931a4bf3c7e,,Joseph,2008.46,8/22/2018,M,37,Yowah,QLD,2018-08-22T01:59:32.000+0000,13.22,bdf1fc9d28764858afb7b98fd301ed6c,Australia,CUS-2695611575,144.64 -27.97,debit
posted,,,ACC-1788473090,AUD,145.06 -37.95,PAYMENT,,,Rachael,3482.56,8/22/2018,F,21,,,2018-08-22T03:00:00.000+0000,193,f115a51dfd1040d096bbd967f3601505,Australia,CUS-134193016,,debit
authorized,0,,ACC-3485804958,AUD,138.52 -35.01,POS,a1e5ae86-8fbd-4527-9064-284db0d393e5,,Jessica,18521.46,8/22/2018,F,34,Henley Beach,SA,2018-08-22T04:07:52.000+0000,6.05,e333ad04aa67417891d0a4881456d4bf,Australia,CUS-1196156254,138.5 -34.93,debit
authorized,0,,ACC-1056639002,AUD,145.03 -37.91,SALES-POS,707d851c-e281-43ff-ba6c-f2117b56566b,,Michael,42909.41,8/22/2018,M,22,Carrum Downs,VIC,2018-08-22T04:38:10.000+0000,7.75,fd27c8e7916d45d7971421d1d8dc8e32,Australia,CUS-3462882033,145.17 -38.11,debit
posted,,,ACC-602667573,AUD,151.23 -33.96,INTER BANK,,,Michael,6053.8,8/22/2018,M,40,,,2018-08-22T06:00:00.000+0000,21,39192f098e0a4390b7f8667a098abe34,Australia,CUS-2031327464,,debit
posted,,,ACC-2171593283,AUD,146.94 -36.04,PAYMENT,,,Fernando,6357.71,8/22/2018,M,19,,,2018-08-22T06:00:00.000+0000,27,3498bee8824d4fbf9d13a64492c0fbdd,Australia,CUS-2317998716,,debit
posted,,,ACC-2776252858,AUD,144.95 -37.76,PAYMENT,,,Kristin,1143.7,8/22/2018,F,43,,,2018-08-22T06:00:00.000+0000,29,e5a2a2161be2400581514c0a7727449d,Australia,CUS-4123612273,,debit
authorized,1,,ACC-1056639002,AUD,145.03 -37.91,POS,0190da6a-3d01-40b5-9883-d509cc4002b6,,Michael,42897.26,8/22/2018,M,22,Noble Park,VIC,2018-08-22T06:04:26.000+0000,12.15,6c69314b4aac4b71b761bcffe08c4357,Australia,CUS-3462882033,145.19 -37.96,debit
posted,,,ACC-588564840,AUD,151.27 -33.76,INTER BANK,,,Isaiah,9282.27,8/22/2018,M,23,,,2018-08-22T07:00:00.000+0000,25,9f3cfd111da0463a8ad1c71b8647e9d5,Australia,CUS-1462656821,,debit
posted,,,ACC-1496451953,AUD,145.16 -37.84,INTER BANK,,,Ricky,6871.63,8/22/2018,M,43,,,2018-08-22T07:00:00.000+0000,39,e7420e779a11491f885db0598808356b,Australia,CUS-3142625864,,debit
authorized,1,,ACC-1598451071,AUD,153.41 -27.95,SALES-POS,d9642f09-08df-4ac6-bc92-3ba4d45784e1,,Diana,965.8,8/22/2018,F,26,Southport,QLD,2018-08-22T07:19:59.000+0000,5.35,d785b27440a64180a88ea6c76903ad22,Australia,CUS-2487424745,153.42 -27.97,debit
authorized,1,,ACC-354106658,AUD,151.04 -33.80,POS,87569114-2e5c-4694-bcd8-f7ae8f7e12b3,,Christine,7869.22,8/22/2018,F,39,Sydney,NSW,2018-08-22T07:59:59.000+0000,20.62,aa4063700abc484894bf9a76ce5c3a5b,Australia,CUS-2376382098,151.18 -33.94,debit
posted,,,ACC-2014856841,AUD,144.99 -37.90,INTER BANK,,,Patrick,260023.9,8/22/2018,M,46,,,2018-08-22T08:00:00.000+0000,22,2fb3a0fffd044ce69e8bbb7db92f59b4,Australia,CUS-2370108457,,debit
posted,,,ACC-2528867619,AUD,138.58 -34.96,PAYMENT,,,Abigail,4765.17,8/22/2018,F,40,,,2018-08-22T08:00:00.000+0000,82,2704ad14527e455c8f3cdb063d219d15,Australia,CUS-2505971401,,debit
posted,,,ACC-4163822186,AUD,149.03 -34.97,PAYMENT,,,Karen,4417.98,8/22/2018,F,26,,,2018-08-22T08:00:00.000+0000,55,2bfec70d0eb74db4a5dfd110f6044440,Australia,CUS-2630892467,,debit
posted,,,ACC-3954677887,AUD,115.72 -32.28,PAYMENT,,,Ruth,3427.68,8/22/2018,F,47,,,2018-08-22T08:00:00.000+0000,58,f0a8e2e00ed0483784433d6ba7f08295,Australia,CUS-3716701010,,debit
posted,,,ACC-1990648130,AUD,114.62 -28.80,INTER BANK,,,Kaitlyn,2701.31,8/22/2018,F,21,,,2018-08-22T08:00:00.000+0000,1383,300447db7412413aaf0ea60f26714dd7,Australia,CUS-809013380,,debit
authorized,1,,ACC-3954677887,AUD,115.72 -32.28,SALES-POS,ec4c8abb-5081-4ebb-9d33-1150d045d213,,Ruth,3485.68,8/22/2018,F,47,East Victoria Park,WA,2018-08-22T08:07:59.000+0000,22.02,1f28f045a9ad486e9cab12ad593ccfde,Australia,CUS-3716701010,115.9 -31.99,debit
authorized,1,,ACC-2890243754,AUD,153.32 -27.93,SALES-POS,dd2927c4-ccc2-4aa7-be03-ca93ae8f77ad,,Joseph,1990.79,8/22/2018,M,37,Aratula,QLD,2018-08-22T08:15:59.000+0000,17.67,2b4c8f5895324a668df9ff02c9368205,Australia,CUS-2695611575,152.55 -27.98,debit
authorized,0,,ACC-182446574,AUD,116.06 -32.00,SALES-POS,05fc9271-850d-4e62-86d0-664347d73af2,,Tonya,3871.57,8/22/2018,F,27,Leederville,WA,2018-08-22T08:23:59.000+0000,5.13,b05b675a08524860b058ffbd30997ef7,Australia,CUS-3026014945,115.85 -31.94,debit
authorized,1,,ACC-354106658,AUD,151.04 -33.80,SALES-POS,5fd42700-58fe-4fb5-8770-360170b5d3a5,,Christine,7825.35,8/22/2018,F,39,Collaroy,NSW,2018-08-22T08:31:59.000+0000,43.87,372cda02f5d94883b8f9590f61a45610,Australia,CUS-2376382098,151.3 -33.73,debit
authorized,1,,ACC-3100725361,AUD,145.73 -17.03,SALES-POS,e475c328-f4bb-4542-b036-e7ee08661afc,,Ronald,966.03,8/22/2018,M,25,Elliott,TAS,2018-08-22T08:39:59.000+0000,25.24,70e1e943ca744708b9b36aee54d743bc,Australia,CUS-2178051368,145.79 -41.08,debit
authorized,1,,ACC-3485804958,AUD,138.52 -35.01,POS,af436251-02a4-45d4-bcde-267b5cf1a562,,Jessica,18491.97,8/22/2018,F,34,South Nowra,NSW,2018-08-22T08:47:59.000+0000,29.49,c777826a0ebf4421a3e2679b03ed4336,Australia,CUS-1196156254,150.6 -34.91,debit
authorized,1,,ACC-1598451071,AUD,153.41 -27.95,POS,e2fca367-d81a-4c98-80bf-cf065d83a699,,Diana,958.2,8/22/2018,F,26,Bundall,QLD,2018-08-22T08:55:59.000+0000,7.6,857e3fe84b664fc7adda3005a22d7a5d,Australia,CUS-2487424745,153.41 -28.01,debit
posted,,,ACC-354106658,AUD,151.04 -33.80,INTER BANK,,,Christine,7800.35,8/22/2018,F,39,,,2018-08-22T09:00:00.000+0000,25,ae63f4fb015e436da36446ba2ed5f19a,Australia,CUS-2376382098,,debit
posted,,,ACC-1443681913,AUD,150.92 -33.77,PAYMENT,,,Ryan,2777.36,8/22/2018,M,31,,,2018-08-22T09:00:00.000+0000,36,706e5325b84e4f3b9073bb789f0ae52f,Australia,CUS-3129499595,,debit
authorized,0,,ACC-1608363396,AUD,151.22 -33.87,SALES-POS,989aec6b-e224-4f1c-95e0-0572a1f6de28,,Robert,2882.57,8/22/2018,M,20,Crows Nest,NSW,2018-08-22T09:02:08.000+0000,9.66,0474af2a5832432ca7ea3458fc7e18de,Australia,CUS-2688605418,151.2 -33.82,debit
authorized,1,,ACC-2828321672,AUD,153.03 -27.51,POS,06e97ee1-fd6b-499e-92fe-9b1bfac33048,,Stephanie,1822.82,8/22/2018,F,53,Bellara,QLD,2018-08-22T09:06:26.000+0000,30.65,f330aa93726646358856fd470a2b575f,Australia,CUS-1005756958,153.16 -27.06,debit
authorized,1,,ACC-3954677887,AUD,115.72 -32.28,SALES-POS,dec98c7f-de17-4533-bd06-f6e5acd537b6,,Ruth,3405.05,8/22/2018,F,47,Broken Hill,NSW,2018-08-22T09:10:43.000+0000,22.63,84e7a05511eb40eaa83461fa1a71183f,Australia,CUS-3716701010,141.45 -31.96,debit
authorized,1,,ACC-3954677887,AUD,115.72 -32.28,SALES-POS,78bbe3f3-3090-4c0a-a291-3163f403c9be,,Ruth,3344.84,8/22/2018,F,47,Mt Hawthorn,WA,2018-08-22T09:15:01.000+0000,60.21,49e52e02c60a41cd8af7522ad46e6738,Australia,CUS-3716701010,115.84 -31.92,debit
authorized,0,,ACC-3536132544,AUD,144.93 -37.79,SALES-POS,d49c7364-41a4-4a48-be59-a2034aa21419,,Heather,1006.4,8/22/2018,F,41,Hoppers Crossing,VIC,2018-08-22T09:19:18.000+0000,30.23,e15ebc633d6c4ff5a1372eee7e8c327e,Australia,CUS-2348881191,144.68 -37.88,debit
authorized,1,,ACC-1598451071,AUD,153.41 -27.95,SALES-POS,8e682076-5627-40ee-a196-d996c260e513,,Diana,947.24,8/22/2018,F,26,Parkwood,QLD,2018-08-22T09:23:36.000+0000,10.96,e54bd7f3d9094cd6b27ca0980626a44e,Australia,CUS-2487424745,153.35 -27.95,debit
authorized,1,,ACC-2673069055,AUD,152.99 -27.49,POS,b0a75618-ae5c-4fd4-97af-66f328a0e01c,,Richard,16208.93,8/22/2018,M,24,Slacks Creek,QLD,2018-08-22T09:27:53.000+0000,7.96,2cd4c0babc654533a4a39c4bb965f129,Australia,CUS-51506836,153.13 -27.64,debit
authorized,0,,ACC-1496451953,AUD,145.16 -37.84,SALES-POS,bfa799bc-44b3-4c12-9029-e6f1cb34786e,,Ricky,6846.84,8/22/2018,M,43,Bulleen,VIC,2018-08-22T09:32:11.000+0000,24.79,ea5e45476f5945139165c3d97f37f77f,Australia,CUS-3142625864,145.09 -37.77,debit
authorized,1,,ACC-182446574,AUD,116.06 -32.00,SALES-POS,12f91afb-c3a2-4cbf-97cf-96b7c26be0fb,,Tonya,3857.91,8/22/2018,F,27,Waterford,WA,2018-08-22T09:36:28.000+0000,13.66,0646bfd3e1ae4918a3bd243595373767,Australia,CUS-3026014945,115.89 -32.02,debit
authorized,0,,ACC-1598451071,AUD,153.41 -27.95,SALES-POS,1c4d189b-15f8-4e6a-bf26-8c6e59804408,,Diana,939.3,8/22/2018,F,26,Millmerran,QLD,2018-08-22T09:40:46.000+0000,7.94,a094587920fb405d9124bb0efef6e607,Australia,CUS-2487424745,151.27 -27.88,debit
authorized,0,,ACC-2249586092,AUD,115.98 -32.07,POS,94b47426-4004-400b-b52e-a6918431670d,,Edward,5843.57,8/22/2018,M,19,Myaree,WA,2018-08-22T09:45:03.000+0000,3.71,fcd7f22571c143c9b14f5b29ad3cd134,Australia,CUS-443776336,115.81 -32.05,debit
authorized,1,,ACC-1496451953,AUD,145.16 -37.84,POS,40138f41-6964-4c8e-9756-c4bb1afa1c01,,Ricky,6800.56,8/22/2018,M,43,Maribyrnong,VIC,2018-08-22T09:49:21.000+0000,46.28,6d6bad50950e4b47ac3784c908ade235,Australia,CUS-3142625864,144.89 -37.77,debit
authorized,1,,ACC-3485804958,AUD,138.52 -35.01,SALES-POS,170e5de7-7f8e-4990-bdff-01c72108a46a,,Jessica,18447.71,8/22/2018,F,34,Adelaide,SA,2018-08-22T09:53:38.000+0000,44.26,4c0ee542b37148748193cd01906bce4c,Australia,CUS-1196156254,138.61 -34.93,debit
authorized,1,,ACC-1598451071,AUD,153.41 -27.95,SALES-POS,4fed93ab-f622-4e44-b7ca-8dcdd6b43e35,,Diana,918.39,8/22/2018,F,26,Broadbeach,QLD,2018-08-22T09:57:56.000+0000,20.91,0af6c1a64efd4087874490194318b578,Australia,CUS-2487424745,153.43 -28.04,debit
posted,,,ACC-1037050564,AUD,153.10 -27.66,PAYMENT,,,Rhonda,2546.05,8/22/2018,F,40,,,2018-08-22T10:00:00.000+0000,32,25ab66f423f745f9859e646f19a436ac,Australia,CUS-1614226872,,debit
posted,,,ACC-1799207998,AUD,150.68 -33.79,INTER BANK,,,Susan,3237.57,8/22/2018,F,20,,,2018-08-22T10:00:00.000+0000,39,8b7b9929ebf24840a46094c6fc98d207,Australia,CUS-164374203,,debit
posted,,,ACC-2107684084,AUD,145.03 -37.88,PAYMENT,,,Richard,4223.69,8/22/2018,M,22,,,2018-08-22T10:00:00.000+0000,34,0beb286d8816431ba46f3c7cc0b138bc,Australia,CUS-2283904812,,debit
posted,,,ACC-2173390920,AUD,144.71 -37.58,PAYMENT,,,Luis,3453.43,8/22/2018,M,27,,,2018-08-22T10:00:00.000+0000,29,4af9460bf2b046968018d2361859b115,Australia,CUS-3180318393,,debit
posted,,,ACC-966140392,AUD,147.08 -37.97,PAYMENT,,,Joseph,3196.18,8/22/2018,M,21,,,2018-08-22T10:00:00.000+0000,30,d99b7fba2e81478098e1caaa3362c56f,Australia,CUS-537508723,,debit
authorized,1,,ACC-37709441,AUD,153.41 -28.01,POS,8c17f994-bf4e-4045-ad13-7cbf4173eea4,,Charles,7494.61,8/22/2018,M,18,Geraldton,WA,2018-08-22T10:08:07.000+0000,5.34,a39546d6c8b94b4eb53bc9711875bbd5,Australia,CUS-3336454548,114.61 -28.77,debit
authorized,0,,ACC-3021093232,AUD,149.83 -29.47,SALES-POS,22c89deb-d382-45dd-b5bb-2c95d52f2fe5,,Melissa,4465.79,8/22/2018,F,30,Goulburn,NSW,2018-08-22T10:23:44.000+0000,71.4,beeb04e8b63342e5a062574c14d5f47f,Australia,CUS-55310383,149.73 -34.74,debit
authorized,1,,ACC-2249586092,AUD,115.98 -32.07,POS,20946f54-d601-4554-87d9-4b607b1ee2e6,,Edward,5837.74,8/22/2018,M,19,South Fremantle,WA,2018-08-22T10:39:22.000+0000,5.83,7b079e6176f74183a3c48e33b21f66a3,Australia,CUS-443776336,115.75 -32.07,debit
authorized,0,,ACC-53508546,AUD,150.62 -33.76,SALES-POS,5a856249-6d46-4c0e-b5dd-f75561a22575,,Kimberly,1913.9,8/22/2018,F,35,Dee Why,NSW,2018-08-22T10:54:59.000+0000,8.2,84d07a3b093945d7b2cd46d5f169fd8c,Australia,CUS-72755508,151.28 -33.76,debit
posted,,,ACC-80388494,AUD,144.97 -37.42,INTER BANK,,,Dustin,2254.01,8/22/2018,M,28,,,2018-08-22T11:00:00.000+0000,90,0b519b545bbf4b3e9502067dd915d8a1,Australia,CUS-1140341822,,debit
authorized,1,,ACC-1222300524,AUD,151.23 -33.94,POS,308ac76c-03d3-4de8-b593-4eec154824c3,,Michael,2077.92,8/22/2018,M,38,Belmore,NSW,2018-08-22T11:04:59.000+0000,6.87,f0ad3996412348c895563c99249256f7,Australia,CUS-2142601169,151.09 -33.92,debit
authorized,1,,ACC-1243371644,AUD,150.90 -33.78,POS,8ef27717-927e-4c96-ac19-e804a24c8126,,Gregory,1389.7,8/22/2018,M,42,Chatswood,NSW,2018-08-22T11:12:21.000+0000,18.53,bb2276de21594cd99530fd15f9861780,Australia,CUS-3904958894,151.18 -33.8,debit
authorized,1,,ACC-1222300524,AUD,151.23 -33.94,SALES-POS,fb24053d-5522-4646-bdc7-71130114e96c,,Michael,2073.16,8/22/2018,M,38,Chatswood,NSW,2018-08-22T11:19:42.000+0000,4.76,8b25208647c543d183836220ef3d0e72,Australia,CUS-2142601169,151.18 -33.8,debit
authorized,1,,ACC-2673069055,AUD,152.99 -27.49,POS,8f3c4e8a-1ad0-4d1e-92fe-de82441d620d,,Richard,16205.29,8/22/2018,M,24,Browns Plains,QLD,2018-08-22T11:27:03.000+0000,3.64,64d27c4f0b6f4f96a76f0ae392725f69,Australia,CUS-51506836,153.04 -27.66,debit
authorized,0,,ACC-4065652575,AUD,115.81 -31.82,SALES-POS,65c70256-9c0c-46f7-aba1-5065fbcc350a,,Lucas,8725.43,8/22/2018,M,21,Claremont,WA,2018-08-22T11:34:24.000+0000,18.73,b73240ef11c84ba39ec9a8758ffbfc37,Australia,CUS-1117979751,115.78 -31.98,debit
authorized,1,,ACC-1788473090,AUD,145.06 -37.95,POS,60e022b6-d6c2-465c-936a-9c8bb35936bf,,Rachael,3442.22,8/22/2018,F,21,Balwyn North,VIC,2018-08-22T11:41:45.000+0000,40.34,1026d89ea1de4fd9bc2b8f136abb3a10,Australia,CUS-134193016,145.07 -37.79,debit
authorized,1,,ACC-1608363396,AUD,151.22 -33.87,SALES-POS,0101c0d9-6a4b-4dbd-9f59-91e376d584bb,,Robert,2782.41,8/22/2018,M,20,Balcatta,WA,2018-08-22T11:49:07.000+0000,100.16,315a4cad9bd44dfb8d3c2f62dbf4bf53,Australia,CUS-2688605418,115.82 -31.87,debit
authorized,1,,ACC-819621312,AUD,145.04 -37.85,POS,bf62cfa9-b1fd-4b74-bc94-5faed6a1b9de,,Michele,2375.58,8/22/2018,F,30,Preston,VIC,2018-08-22T11:56:28.000+0000,25.8,49f98ee903934642acd49788ebf9dfc2,Australia,CUS-1271030853,145.03 -37.74,debit
posted,,0,ACC-3084464802,AUD,145.15 -37.76,PAY/SALARY,,0,Susan,5209.5,8/22/2018,F,19,,,2018-08-22T12:00:00.000+0000,2485.37,3a4c893374e8425c9a0639321b35ac80,Australia,CUS-1928710999,,credit
posted,,0,ACC-1650504218,AUD,145.01 -37.93,PAY/SALARY,,0,Marissa,5697.52,8/22/2018,F,23,,,2018-08-22T12:00:00.000+0000,1626.48,dc875fcbcc4c48f79b4892c29f73fce6,Australia,CUS-2500783281,,credit
posted,,,ACC-4163822186,AUD,149.03 -34.97,PAYMENT,,,Karen,4371.98,8/22/2018,F,26,,,2018-08-22T12:00:00.000+0000,46,6e468df6299442a4bcfa335c812b5ab8,Australia,CUS-2630892467,,debit
posted,,,ACC-182446574,AUD,116.06 -32.00,INTER BANK,,,Tonya,3800.91,8/22/2018,F,27,,,2018-08-22T12:00:00.000+0000,57,37063b45d21b49c39507978238b00a41,Australia,CUS-3026014945,,debit
posted,,,ACC-2173390920,AUD,144.71 -37.58,INTER BANK,,,Luis,3313.43,8/22/2018,M,27,,,2018-08-22T12:00:00.000+0000,140,23dfd7000f71472ebed24fdb0ac04681,Australia,CUS-3180318393,,debit
posted,,0,ACC-3326339947,AUD,151.18 -33.80,PAY/SALARY,,0,Eric,5240.83,8/22/2018,M,22,,,2018-08-22T12:00:00.000+0000,983.36,1d8547c49d6e4d9a9f3232eb84c34743,Australia,CUS-326006476,,credit
posted,,,ACC-37709441,AUD,153.41 -28.01,PAYMENT,,,Charles,7321.61,8/22/2018,M,18,,,2018-08-22T12:00:00.000+0000,173,cd8be7e6dd6e43468dc34b9908655d67,Australia,CUS-3336454548,,debit
posted,,,ACC-2897221629,AUD,150.90 -34.37,INTER BANK,,,Scott,2261.24,8/22/2018,M,23,,,2018-08-22T12:00:00.000+0000,99,58e34bbc8f654650acd6b32aabcc4595,Australia,CUS-511326734,,debit
authorized,1,,ACC-1496451953,AUD,145.16 -37.84,SALES-POS,86e10e23-b99e-47a1-83b3-6a8a8488a4aa,,Ricky,6787.88,8/22/2018,M,43,Middle Park,VIC,2018-08-22T12:09:37.000+0000,12.68,cae1dc4f04cd4c33bf1925f822d5b379,Australia,CUS-3142625864,144.96 -37.85,debit
authorized,1,,ACC-1799207998,AUD,150.68 -33.79,SALES-POS,ee2b7bc9-a409-42a7-a36f-dcfd2177e959,,Susan,3215.69,8/22/2018,F,20,Allambie Heights,NSW,2018-08-22T12:28:08.000+0000,21.88,706d925fe6e94aba84c6766fd3659108,Australia,CUS-164374203,151.25 -33.77,debit
authorized,0,,ACC-2673069055,AUD,152.99 -27.49,POS,86dde4fe-7852-4ea4-856e-46959a0d3796,,Richard,16182.4,8/22/2018,M,24,Toowoomba,QLD,2018-08-22T12:46:39.000+0000,22.89,3f51c2d88785469fb412e40ba14ebd2c,Australia,CUS-51506836,151.97 -27.57,debit
posted,,,ACC-3100725361,AUD,145.73 -17.03,INTER BANK,,,Ronald,940.03,8/22/2018,M,25,,,2018-08-22T13:00:00.000+0000,26,631f30e2e8a04f7ab88659a919278e03,Australia,CUS-2178051368,,debit
posted,,0,ACC-1516130869,AUD,130.84 -12.45,PAY/SALARY,,0,Jessica,4183.72,8/22/2018,F,21,,,2018-08-22T13:00:00.000+0000,2306.63,052fb1250a904c83826a152294ef15d8,Australia,CUS-325142416,,credit
posted,,0,ACC-2776252858,AUD,144.95 -37.76,PAY/SALARY,,0,Kristin,2211.74,8/22/2018,F,43,,,2018-08-22T13:00:00.000+0000,1068.04,5c15034afec244d9b14a1fd33cdef95b,Australia,CUS-4123612273,,credit
authorized,0,,ACC-2828321672,AUD,153.03 -27.51,POS,5fecdd4a-a0a0-46ec-876f-323b013fce47,,Stephanie,1811.06,8/22/2018,F,53,Jindalee,QLD,2018-08-22T13:05:29.000+0000,11.76,2e3c8c573af0488891c65e7793546348,Australia,CUS-1005756958,152.95 -27.53,debit
authorized,1,,ACC-1890605467,AUD,143.88 -37.66,POS,625ce358-1e06-419b-a6cf-b7a8a56ca554,,Alexander,8210.74,8/22/2018,M,38,Doncaster,VIC,2018-08-22T13:25:05.000+0000,18.62,36baeb12e1b046f094a78f6ea18b94d4,Australia,CUS-1478398256,145.12 -37.77,debit
authorized,1,,ACC-1243371644,AUD,150.90 -33.78,SALES-POS,46905ba4-bd50-4978-9312-45a825663d35,,Gregory,1345.53,8/22/2018,M,42,Randwick,NSW,2018-08-22T13:44:42.000+0000,44.17,08bd1a857522448fa11cf30ee0d2b376,Australia,CUS-3904958894,151.24 -33.91,debit
posted,,0,ACC-1598451071,AUD,153.41 -27.95,PAY/SALARY,,0,Diana,1932.06,8/22/2018,F,26,,,2018-08-22T14:00:00.000+0000,1013.67,72e4010a18564f15a097c97af6d309bc,Australia,CUS-2487424745,,credit
posted,,,ACC-240804743,AUD,121.48 -30.75,PAYMENT,,,Kenneth,7862.21,8/22/2018,M,29,,,2018-08-22T14:00:00.000+0000,56,874a32c352b749d191a17f0ad5878716,Australia,CUS-261674136,,debit
posted,,,ACC-2673069055,AUD,152.99 -27.49,PAYMENT,,,Richard,16112.4,8/22/2018,M,24,,,2018-08-22T14:00:00.000+0000,70,2d1fe5e67726433894d0d7f9c412553a,Australia,CUS-51506836,,debit
authorized,1,,ACC-3485804958,AUD,138.52 -35.01,SALES-POS,b51c5167-4500-430e-b4f1-8b2877529495,,Jessica,18440.37,8/22/2018,F,34,Bruce,ACT,2018-08-22T14:02:04.000+0000,7.34,ca076130141d4960bba753946d80d64c,Australia,CUS-1196156254,149.08 -35.24,debit
authorized,1,,ACC-1799207998,AUD,150.68 -33.79,POS,a25213a7-e817-44c8-8077-7e84b332e8a3,,Susan,3198.1,8/22/2018,F,20,Yeppoon,QLD,2018-08-22T14:11:30.000+0000,17.59,c316cf3f46b64a859ddabb228ec44a67,Australia,CUS-164374203,150.74 -23.13,debit
authorized,1,,ACC-2249586092,AUD,115.98 -32.07,SALES-POS,d4a13396-46d8-4741-ab3d-68e8211c0813,,Edward,5822.14,8/22/2018,M,19,Karrinyup,WA,2018-08-22T14:20:56.000+0000,15.6,bf655c004ee2482da933d4e483a5b0ff,Australia,CUS-443776336,115.78 -31.88,debit
authorized,0,,ACC-2828321672,AUD,153.03 -27.51,POS,af914cdf-e2bf-404d-924c-d2e4de0b9400,,Stephanie,1796.99,8/22/2018,F,53,Springfield Lakes,QLD,2018-08-22T14:30:22.000+0000,14.07,43f6c79dbbec4ce19dba54b1c6f3ff76,Australia,CUS-1005756958,152.92 -27.67,debit
authorized,0,,ACC-1243371644,AUD,150.90 -33.78,SALES-POS,4fb5e5c0-e3a9-4958-80a2-dd3faff4b1c7,,Gregory,1339.9,8/22/2018,M,42,Turramurra,NSW,2018-08-22T14:39:48.000+0000,5.63,2f84f188935d4810b30731a1704969e8,Australia,CUS-3904958894,151.13 -33.72,debit
authorized,1,,ACC-2615038700,AUD,145.35 -38.03,SALES-POS,0d607b5d-581e-461d-b6b7-91f0bf8bb205,,Emily,29828.14,8/22/2018,F,43,Edithvale,VIC,2018-08-22T14:49:14.000+0000,178.28,a08afa3ec69a4810a82702f5998f3a22,Australia,CUS-3255104878,145.11 -38.04,debit
authorized,1,,ACC-1973887809,AUD,115.78 -31.90,SALES-POS,948749e3-471e-4a8f-92ad-73e934b95ec4,,Antonio,2045.42,8/22/2018,M,26,Sydney,NSW,2018-08-22T14:58:40.000+0000,25.04,ecbf6f1a8ec447d8a1fa04b7bfd1cc40,Australia,CUS-1646621553,151.21 -33.87,debit
posted,,,ACC-2305712452,AUD,138.61 -34.89,PAYMENT,,,Debra,1962.5,8/22/2018,F,18,,,2018-08-22T15:00:00.000+0000,36,eb97b5dc73a24ff1864ec27260502503,Australia,CUS-1842679196,,debit
posted,,,ACC-38923874,AUD,151.27 -33.90,PAYMENT,,,Ryan,33052.34,8/22/2018,M,38,,,2018-08-22T15:00:00.000+0000,35,abbcdbe3b13b4a58b7c6b09f331e86b1,Australia,CUS-3249305314,,debit
authorized,1,,ACC-2890243754,AUD,153.32 -27.93,SALES-POS,0e15eea9-4cb7-4488-9770-07418b52745c,,Joseph,1982.08,8/22/2018,M,37,Broadbeach,QLD,2018-08-22T15:05:24.000+0000,8.71,505a0ad97ec94904a95bee5a24093c97,Australia,CUS-2695611575,153.43 -28.04,debit
authorized,1,,ACC-1243371644,AUD,150.90 -33.78,POS,6464e14d-4b6c-43f2-8635-061c7fd80568,,Gregory,1320.38,8/22/2018,M,42,Dee Why,NSW,2018-08-22T15:11:41.000+0000,19.52,d59e4d5cf89b4f8fa20317a2a9f89fbf,Australia,CUS-3904958894,151.3 -33.76,debit
authorized,1,,ACC-847145727,AUD,115.90 -31.92,POS,a92e16c3-14a3-4d19-b4e9-19ccd297e4f8,,Michael,52389.83,8/22/2018,M,19,Broken Hill,NSW,2018-08-22T15:17:59.000+0000,37.79,99027204ba7d47b7bb243f6aed4f2f30,Australia,CUS-1609060617,141.45 -31.95,debit
